Atom Charge
O1 -1.2413556163
O2 -1.3372202222
O3 -1.3290119498
N4 -1.0511639509
N5 -1.3006416973
C6 0.1581210144
C7 0.5003876528
C8 0.1006861263
C9 1.7344034905
C10 1.6824477528
H11 -0.0006393264
H12 -0.0120837134
H13 -0.0057171343
H14 -0.0229606729
H15 -0.0224681655
H16 0.35456595288
H17 0.33928729442
H18 0.40986569231
H19 0.42499165643
H20 0.61785538301
