Atom(A) Atom(B) Deloc_index
O1 O2 0.00015381987238
O1 O3 0.29326681393
O2 O3 7.0713204949e-05
O1 O4 0.00056933852622
O2 O4 0.29534135619
O3 O4 0.00055650688261
O1 N5 0.01220904617
O2 N5 0.00047360471633
O3 N5 0.057760120004
O4 N5 0.0014101978128
O1 C6 0.026446223185
O2 C6 0.01031117922
O3 C6 0.013612695761
O4 C6 0.033608339857
N5 C6 0.069209952071
O1 C7 0.07802451132
O2 C7 0.0016857636029
O3 C7 0.091073553416
O4 C7 0.0033401875827
N5 C7 0.97930898858
C6 C7 0.93373637353
O1 C8 0.010406311259
O2 C8 0.090808549383
O3 C8 0.0043102683276
O4 C8 0.099258290066
N5 C8 0.024365537038
C6 C8 0.97446198596
C7 C8 0.043195673025
O1 C9 0.78972407922
O2 C9 0.00017491609237
O3 C9 1.188498879
O4 C9 0.00080970890661
N5 C9 0.059507386873
C6 C9 0.041044487391
C7 C9 0.87146916602
C8 C9 0.0099302754425
O1 C10 0.00073891644929
O2 C10 0.79209329141
O3 C10 0.00043520457069
O4 C10 1.1904628421
N5 C10 0.002199734816
C6 C10 0.037218803875
C7 C10 0.0084814808188
C8 C10 0.91350813381
C9 C10 0.001051715768
O1 H11 0.0027664512868
O2 H11 0.0011529866513
O3 H11 0.0029448211295
O4 H11 0.022452446619
N5 H11 0.012321141383
C6 H11 0.93045721718
C7 H11 0.038486007915
C8 H11 0.038802451645
C9 H11 0.0085418253076
C10 H11 0.0042682081226
O1 H12 0.020589513861
O2 H12 0.00081522610016
O3 H12 0.00084080986041
O4 H12 0.0088973293299
N5 H12 0.011653462454
C6 H12 0.93400186145
C7 H12 0.037131708571
C8 H12 0.039358990543
C9 H12 0.0021206612486
C10 H12 0.0031127873628
H11 H12 0.033995369886
O1 H13 0.013298002128
O2 H13 0.00055123239898
O3 H13 0.016684423618
O4 H13 0.00015340221397
N5 H13 0.068686633398
C6 H13 0.037678469279
C7 H13 0.89974738568
C8 H13 0.0095007425154
C9 H13 0.049694540718
C10 H13 0.0015237158779
H11 H13 0.0034113437255
H12 H13 0.0042330237743
O1 H14 0.00067017723427
O2 H14 0.012937933245
O3 H14 0.00092075507417
O4 H14 0.016280754414
N5 H14 0.034538732776
C6 H14 0.032794862472
C7 H14 0.0046936906318
C8 H14 0.91117846885
C9 H14 0.00068222974003
C10 H14 0.045505191564
H11 H14 0.0021466473926
H12 H14 0.010110283771
H13 H14 0.00071033761947
O1 H15 0.016392259298
O2 H15 0.016922018175
O3 H15 0.0042884740496
O4 H15 0.015587977429
N5 H15 0.0011155516102
C6 H15 0.0352297053
C7 H15 0.0032302459192
C8 H15 0.92565634408
C9 H15 0.0055096597971
C10 H15 0.044205640115
H11 H15 0.01073587033
H12 H15 0.0034248962611
H13 H15 0.00031698392077
H14 H15 0.032648644104
O1 H16 0.0012372735658
O2 H16 1.0744832324e-05
O3 H16 0.032233776083
O4 H16 9.6579408195e-05
N5 H16 0.82221604936
C6 H16 0.0076001356687
C7 H16 0.019870331796
C8 H16 0.00046790085979
C9 H16 0.004277538459
C10 H16 5.8449759527e-05
H11 H16 0.00064464147623
H12 H16 0.001800176291
H13 H16 0.0010767684888
H14 H16 0.00056476731387
H15 H16 2.7071677718e-05
O1 H17 0.0015131017543
O2 H17 1.300921877e-05
O3 H17 0.0029386095163
O4 H17 5.3984044687e-05
N5 H17 0.87375581748
C6 H17 0.0020739654928
C7 H17 0.022016151915
C8 H17 0.00052090964655
C9 H17 0.0071816019488
C10 H17 5.5600178452e-05
H11 H17 0.0015867310958
H12 H17 0.00029286687662
H13 H17 0.0039563885584
H14 H17 0.00060143869063
H15 H17 7.2607969354e-05
H16 H17 0.015573535423
O1 H18 0.60760844414
O2 H18 2.4575157691e-06
O3 H18 0.015268246903
O4 H18 5.906047025e-06
N5 H18 0.0014479310161
C6 H18 0.00074968039296
C7 H18 0.007544993103
C8 H18 0.00010228197468
C9 H18 0.01024940354
C10 H18 4.0960794512e-06
H11 H18 5.4663930822e-05
H12 H18 0.00054766655636
H13 H18 0.00028144105132
H14 H18 6.3012886718e-06
H15 H18 0.00010363767662
H16 H18 6.4519002231e-05
H17 H18 0.00027159218655
O1 H19 7.4315209365e-06
O2 H19 0.61446006497
O3 H19 8.188229239e-06
O4 H19 0.016051948471
N5 H19 3.4578255261e-05
C6 H19 0.0014665210764
C7 H19 0.00033060622893
C8 H19 0.0080158408313
C9 H19 2.664664135e-05
C10 H19 0.010359583008
H11 H19 4.2961634476e-05
H12 H19 2.9336419679e-05
H13 H19 0.00011749534041
H14 H19 0.0002679864796
H15 H19 0.0004206443505
H16 H19 1.4774160774e-06
H17 H19 5.6598981494e-07
H18 H19 4.1489573008e-07
