Atom Loc_index
O1 8.3710912257
O2 8.3843511263
O3 8.5447125887
O4 8.5531799481
N5 6.5948170351
C6 3.4710536972
C7 3.7881185568
C8 2.7521725937
C9 2.7415027596
H10 0.43557276509
H11 0.44453888935
H12 0.45061912759
H13 0.16329384483
H14 0.1922839791
H15 0.061685537504
H16 0.064008512734
