Atom Charge
O1 -1.0734239586
O2 -1.0703228184
O3 -1.1433004887
O4 -1.1502111483
N5 -0.9988810368
C6 0.020750015
C7 0.3334695529
C8 -0.0151289396
C9 1.4920508644
C10 1.4896650237
H11 0.0357737714
H12 0.03786248094
H13 0.02885720135
H14 0.07995947597
H15 0.04531185723
H16 0.3763159571
H17 0.3466863902
H18 0.58542997028
H19 0.57938848499
