Atom Charge
O1 -1.2424751431
O2 -1.2388031702
O3 -1.3269405399
O4 -1.3321140489
N5 -1.0778767015
C6 0.1603853932
C7 0.4972040106
C8 0.1274886784
C9 1.7561164915
C10 1.7530032519
H11 -0.0176968854
H12 -0.0173382307
H13 -0.0260916233
H14 0.03284393597
H15 -0.009004313
H16 0.3830112359
H17 0.34371470766
H18 0.62026918481
H19 0.6150556149
