Atom(A) Atom(B) Deloc_index
O1 O2 0.035112740314
O1 O3 0.0070591564376
O2 O3 0.28268387735
O1 N4 0.015085166051
O2 N4 0.01188859214
O3 N4 0.047546740511
O1 C5 0.08005709109
O2 C5 0.074396166361
O3 C5 0.086450768297
N4 C5 0.96021032999
O1 C6 0.81097093917
O2 C6 0.0066528997946
O3 C6 0.017110788614
N4 C6 0.070967887505
C5 C6 0.89439203091
O1 C7 0.016521719398
O2 C7 0.73267079875
O3 C7 1.1078809757
N4 C7 0.070461217894
C5 C7 0.8526920239
C6 C7 0.043931599604
O1 H8 0.0075018131424
O2 H8 0.020290970945
O3 H8 0.011200907416
N4 H8 0.056327520755
C5 H8 0.91198323054
C6 H8 0.033649752947
C7 H8 0.037280762745
O1 H9 0.075406738115
O2 H9 0.0011783260744
O3 H9 0.0031002504332
N4 H9 0.015580499517
C5 H9 0.038704714236
C6 H9 0.91608384384
C7 H9 0.0082202325715
H8 H9 0.0044600037204
O1 H10 0.067444347957
O2 H10 0.00086412208916
O3 H10 0.0076094759597
N4 H10 0.013585088211
C5 H10 0.036334594901
C6 H10 0.91001004559
C7 H10 0.0037005440991
H8 H10 0.0090365739566
H9 H10 0.033998311597
O1 H11 0.00045524788164
O2 H11 0.00091124164028
O3 H11 0.016722375807
N4 H11 0.84569065139
C5 H11 0.019849545029
C6 H11 0.0028526916665
C7 H11 0.0030084682676
H8 H11 0.0087972439196
H9 H11 0.00035813115255
H10 H11 0.0029160727681
O1 H12 0.002436146776
O2 H12 0.00027362999584
O3 H12 0.0016166934331
N4 H12 0.87624658145
C5 H12 0.021484514559
C6 H12 0.0079442432475
C7 H12 0.0019005488944
H8 H12 0.002613713216
H9 H12 0.00043485832757
H10 H12 0.00084338437599
H11 H12 0.016252024651
O1 H13 0.65581312865
O2 H13 0.0025369071155
O3 H13 0.00019452083997
N4 H13 0.00037856278661
C5 H13 0.0022777942791
C6 H13 0.012145156058
C7 H13 0.00024129560129
H8 H13 0.0015471346579
H9 H13 0.00097571950208
H10 H13 0.0076562695043
H11 H13 8.4776767108e-05
H12 H13 1.9277629002e-05
O1 H14 0.00031474396259
O2 H14 0.59594993797
O3 H14 0.012393636028
N4 H14 0.0016810170786
C5 H14 0.0065743462205
C6 H14 0.00041516670488
C7 H14 0.0092148903509
H8 H14 0.00059153794819
H9 H14 0.00016570682966
H10 H14 1.6644393858e-05
H11 H14 3.8761870922e-05
H12 H14 3.1987593285e-05
H13 H14 3.8253899619e-05
