Atom Charge
O1 -1.2176384297
O2 -1.3102758662
N3 -1.0431327157
C4 0.1112896903
C5 0.4832346962
C6 -0.0275554708
C7 -0.0081443005
C8 -0.0070168675
C9 1.7436136522
C10 -0.0008472575
C11 0.0017544096
C12 9.37872e-05
H13 -0.0165004183
H14 -0.0333963328
H15 0.00059244434
H16 0.00964865727
H17 -0.0078639662
H18 0.33728382698
H19 0.36373917142
H20 0.00305961928
H21 0.00299141074
H22 0.00249715802
H23 0.61220620412
