Atom Charge
O1 -1.2977103272
O2 -1.4169585334
N3 -1.557757877
N4 -1.0810538956
N5 -1.4768682602
C6 0.2597367208
C7 0.5964514484
C8 0.3966046138
C9 1.8553480399
C10 0.626316472
C11 1.4015175083
H12 -0.0487694842
H13 -0.0584009542
H14 -0.0218736456
H15 0.47588061455
H16 -0.0081990253
H17 0.34763225816
H18 0.34355702399
H19 0.03127236499
H20 0.63243612442
