Atom Loc_index
O1 8.0867908351
O2 8.1054832377
O3 8.231616023
O4 8.2496796408
N5 6.4655907886
C6 3.8880898663
C7 3.5946587632
C8 3.9310758445
C9 2.8363121745
C10 2.8375244606
H11 0.41416057268
H12 0.41359713164
H13 0.42228300968
H14 0.37297404596
H15 0.4043063694
H16 0.16466080831
H17 0.18640406223
H18 0.072863685342
H19 0.074788565166
