Atom Charge
O1 -1.3054801964
O2 -1.2981465209
O3 -1.3980143912
O4 -1.4048103375
N5 -1.1007916073
C6 0.596374104
C7 0.2324282784
C8 1.8590184593
C9 1.8675430166
H10 -0.0074494962
H11 -0.0131330254
H12 -0.0219758242
H13 0.38749145496
H14 0.33907626902
H15 0.63756416039
H16 0.63023513235
