Atom Charge
O1 -1.1238397424
O2 -1.2097388828
O3 -1.1985732063
N4 -0.9982282697
N5 -1.1677628482
C6 0.0539520649
C7 0.3790126256
C8 -0.0004253689
C9 1.5557986633
C10 1.467854009
H11 0.0372980509
H12 0.02778933335
H13 0.03290142391
H14 0.0166104155
H15 0.01806007297
H16 0.35373449842
H17 0.34202331532
H18 0.40260092727
H19 0.41648840586
H20 0.59281529329
