Atom Charge
O1 -1.1495861957
O2 -1.1442672891
O3 -1.2240758023
O4 -1.2314990188
N5 -1.0224251558
C6 0.4019894805
C7 0.0584964728
C8 1.6270840333
C9 1.6340245631
H10 0.04426662363
H11 0.04276715869
H12 0.03655777836
H13 0.38137388078
H14 0.34328526105
H15 0.60414892075
H16 0.59673289376
