Atom Charge
O1 -1.2075940868
O2 -1.2631559185
O3 -1.3563564077
N4 -1.0632268111
C5 0.6677215396
C6 0.5230012532
C7 0.1819210678
C8 1.7810599049
H9 -0.0312272055
H10 -0.0392723134
H11 -0.0427964447
H12 -0.0340501343
H13 -0.0243539469
H14 0.3641661055
H15 0.34019477459
H16 0.57970606812
H17 0.62286405575
