Atom(A) Atom(B) Deloc_index
O1 O2 0.2788155023
O1 N3 0.012302969439
O2 N3 0.044953471772
O1 C4 0.073390458552
O2 C4 0.083237769403
N3 C4 0.94343506881
O1 C5 0.018803895531
O2 C5 0.013328135007
N3 C5 0.058594995202
C4 C5 0.91101987703
O1 C6 0.0025651649625
O2 C6 0.0017764215291
N3 C6 0.078878959558
C4 C6 0.038770333309
C5 C6 0.95702003923
O1 C7 0.0007836415019
O2 C7 0.0047841817525
N3 C7 0.91321984232
C4 C7 0.029213719149
C5 C7 0.046255609837
C6 C7 0.94074541774
O1 C8 0.70872049036
O2 C8 1.0825137498
N3 C8 0.063723945224
C4 C8 0.86072746561
C5 C8 0.046160324301
C6 C8 0.0043230619913
C7 C8 0.002543212885
O1 H9 0.014583537523
O2 H9 0.01293681957
N3 H9 0.059569573399
C4 H9 0.91295908314
C5 H9 0.032729064986
C6 H9 0.0025166125032
C7 H9 0.0063206403925
C8 H9 0.04713686113
O1 H10 0.001702525778
O2 H10 0.0015203826055
N3 H10 0.0053699306293
C4 H10 0.038838436522
C5 H10 0.95756539246
C6 H10 0.036897900515
C7 H10 0.0077937199178
C8 H10 0.0035374959435
H9 H10 0.0074199888089
O1 H11 0.015322706378
O2 H11 0.0036108286475
N3 H11 0.004273626726
C4 H11 0.038926834345
C5 H11 0.94843289029
C6 H11 0.037915983873
C7 H11 0.0032081530716
C8 H11 0.01079927126
H9 H11 0.004855878093
H10 H11 0.039520835142
O1 H12 0.00017986159504
O2 H12 0.00052025248432
N3 H12 0.011434953591
C4 H12 0.0075707650369
C5 H12 0.040173967829
C6 H12 0.95856037562
C7 H12 0.037824076811
C8 H12 0.00076227953347
H9 H12 0.00067975449508
H10 H12 0.0014495833172
H11 H12 0.0062840335516
O1 H13 0.00037973708864
O2 H13 0.0003611892882
N3 H13 0.011842228244
C4 H13 0.0018477330005
C5 H13 0.040959923162
C6 H13 0.95119858511
C7 H13 0.039005846365
C8 H13 0.00044573404746
H9 H13 0.00014770351015
H10 H13 0.006191512056
H11 H13 0.0085138913177
H12 H13 0.039702429826
O1 H14 0.00035368100723
O2 H14 0.0087496468682
N3 H14 0.071256671089
C4 H14 0.0026379561261
C5 H14 0.004972243865
C6 H14 0.039993565675
C7 H14 0.92646236661
C8 H14 0.0012589227017
H9 H14 0.00087690300828
H10 H14 0.00062468776505
H11 H14 0.0021131552412
H12 H14 0.0046306029852
H13 H14 0.0098669788892
O1 H15 0.00040732953696
O2 H15 0.00048868731701
N3 H15 0.060678082079
C4 H15 0.0083211877727
C5 H15 0.0088396372187
C6 H15 0.036996094654
C7 H15 0.93543030087
C8 H15 0.00081080101233
H9 H15 0.00079705131678
H10 H15 0.0015517097751
H11 H15 0.00052050987481
H12 H15 0.0014074806474
H13 H15 0.0049678305495
H14 H15 0.039690314729
O1 H16 0.00092637199363
O2 H16 0.022298213681
N3 H16 0.83561426325
C4 H16 0.018739306892
C5 H16 0.0059915906524
C6 H16 0.0072302156795
C7 H16 0.017738167391
C8 H16 0.0041212246516
H9 H16 0.0011684752892
H10 H16 0.0006899140022
H11 H16 0.00056966161981
H12 H16 0.0015461868028
H13 H16 0.00040722466424
H14 H16 0.0024735841058
H15 H16 0.00075388432047
O1 H17 0.59311849551
O2 H17 0.01200812201
N3 H17 0.0016761654261
C4 H17 0.0060365121319
C5 H17 0.00033708735969
C6 H17 3.0785577942e-05
C7 H17 7.0003976545e-05
C8 H17 0.0090841250252
H9 H17 0.00031760348337
H10 H17 6.4350338402e-05
H11 H17 0.00014434960197
H12 H17 2.6775877715e-06
H13 H17 4.7571959084e-06
H14 H17 1.5586802827e-05
H15 H17 6.6655088533e-05
H16 H17 4.8402711811e-05
