Atom Loc_index
O1 8.3978982981
O2 8.582366825
N3 6.6045886385
C4 3.7486518986
C5 3.4699948383
C6 3.7835022942
C7 3.7899999219
C8 2.7660656538
H9 0.51336920497
H10 0.49257937847
H11 0.52014287328
H12 0.47764645395
H13 0.51390075288
H14 0.51182906147
H15 0.5125512756
H16 0.47180549197
H17 0.16634896511
H18 0.19469625281
H19 0.062347680902
