Atom Charge
O1 -1.1256298906
O2 -1.2073909729
N3 -0.9974036653
C4 0.0633099535
C5 0.3743040449
C6 0.0371721506
C7 0.0074613149
C8 0.0122996885
C9 1.5532272003
H10 -6.71348e-05
H11 0.02545980902
H12 -0.0138397902
H13 -0.0075634565
H14 -0.0098048536
H15 0.0204589518
H16 -0.0065348763
H17 -0.0082877768
H18 -0.0024691719
H19 -0.0042549484
H20 0.35428543599
H21 0.34305207323
H22 0.59179273993
