Atom Loc_index
O1 8.1692695317
O2 8.1854886488
O3 8.3316029968
N4 6.4926944653
C5 3.870971188
C6 3.5572862091
C7 3.895859487
C8 3.9484959699
C9 3.9495970082
C10 2.7944792052
C11 3.9678327297
C12 3.9530704648
C13 3.5333759015
H14 0.43304646491
H15 0.44839432
H16 0.42493897823
H17 0.41462886161
H18 0.43039239553
H19 0.19069981188
H20 0.17571822752
H21 0.43435718206
H22 0.41039191594
H23 0.071310619274
H24 0.077630019859
