Atom Charge
O1 -1.1460944775
O2 -1.2321501869
N3 -1.0105530823
C4 0.048425569
C5 0.4091358337
C6 -0.0200735976
C7 -0.0287968692
C8 -0.0273340805
C9 1.6343618704
C10 -0.0212681303
C11 -0.0186643931
C12 -0.021503979
H13 0.00791121638
H14 -0.0070989816
H15 0.02327350069
H16 0.02894665525
H17 0.0132784622
H18 0.3388786359
H19 0.36254425458
H20 0.02292204209
H21 0.02297126164
H22 0.02257995501
H23 0.59766246955
