Atom Charge
O1 -1.1497494659
O2 -1.2321660466
N3 -1.0020787871
C4 0.3791779036
C5 0.0458964695
C6 0.0572374617
C7 0.3626306135
C8 1.5995457818
H9 0.02062169345
H10 0.00409771386
H11 -0.0053085911
H12 -0.0082786276
H13 -0.0065973539
H14 -0.0234669964
H15 -0.001421172
H16 0.36253924579
H17 0.59751382987
