Atom Loc_index
O1 8.186117977
O2 8.3408588172
N3 6.4641981739
N4 6.495565718
C5 3.8644113486
C6 3.8705315428
C7 3.8628124525
C8 3.5614223356
C9 3.6100503548
C10 2.8285065031
H11 0.42953752946
H12 0.46641231669
H13 0.45541464121
H14 0.43949923823
H15 0.45076796646
H16 0.47053997214
H17 0.42742619504
H18 0.4773437096
H19 0.45980419204
H20 0.18208639172
H21 0.1899124255
H22 0.19704960056
H23 0.19563008082
H24 0.071096765711
