Atom Charge
O1 -1.0712497614
O2 -1.1451653196
N3 -0.9880488283
C4 0.3496773309
C5 -0.0508201622
C6 1.49978769
H7 0.04158457418
H8 0.03252203764
H9 0.01882076625
H10 0.0249012312
H11 0.3386785429
H12 0.36721526221
H13 0.58284792398
