Atom Charge
S1 -0.006542601
O2 -1.1761885929
O3 -1.2522813922
N4 -1.0309647334
C5 0.090955672
C6 0.4121919938
C7 -0.0378320648
C8 1.6489095139
C9 -0.0538130708
H10 -0.0086742197
H11 -0.0060139322
H12 0.01324170749
H13 0.03856291641
H14 0.00508963602
H15 0.37629553639
H16 0.33939921513
H17 0.00597542755
H18 0.02385998319
H19 0.01215038024
H20 0.60525773366
