Atom Charge
O1 -1.0695176717
O2 -1.148011869
N3 -0.9696714408
C4 0.0522798568
C5 -0.009792065
C6 0.330755005
C7 -0.0453690437
C8 -0.0446953969
C9 1.5013221704
H10 -0.0013238415
H11 0.01816156425
H12 -0.0004696404
H13 0.03980546183
H14 0.0176344144
H15 0.00554442593
H16 0.01182651963
H17 0.01862064873
H18 0.0115424034
H19 0.00939491304
H20 0.33760594054
H21 0.35398945099
H22 0.57979773942
