Atom Loc_index
O1 8.0403433187
O2 8.1905812806
N3 6.3392689597
N4 6.4251317344
N5 6.4224002705
C6 3.9003690652
C7 3.6062652024
C8 3.6744316094
C9 2.8461349904
C10 3.6840735362
C11 3.280981215
H12 0.4070579074
H13 0.41478758387
H14 0.39625068896
H15 0.13273332668
H16 0.40148020016
H17 0.1831390878
H18 0.18426966401
H19 0.38558157695
H20 0.075062611061
