Atom Charge
O1 -1.0731840845
O2 -1.1509547788
N3 -0.9693842297
C4 0.3205297598
C5 1.482961828
H6 0.05568940771
H7 0.05567998049
H8 0.34860196463
H9 0.34865278118
H10 0.58148627159
