Atom Loc_index
O1 8.0530258882
O2 8.1897653467
N3 6.4571314878
C4 3.5952324598
C5 4.0200295657
C6 2.8482902974
H7 0.40814478759
H8 0.4138810921
H9 0.42582270847
H10 0.41935166814
H11 0.18920951376
H12 0.16963160964
H13 0.075402664211
