Atom Charge
O1 -1.3000317932
O2 -1.4044919786
N3 -1.075770684
C4 0.1756180075
C5 0.1867540068
C6 0.5797774535
C7 0.2306564799
C8 0.2322884868
C9 1.8478668695
H10 -0.099436957
H11 -0.0693349598
H12 -0.0957989827
H13 -0.0380232134
H14 -0.075618045
H15 -0.0905000813
H16 -0.0817182107
H17 -0.0715333479
H18 -0.0834519751
H19 -0.0850119454
H20 0.33211233094
H21 0.35611952972
H22 0.62860725367
