Atom(A) Atom(B) Deloc_index
O1 O2 0.30801841935
O1 O3 0.041126496654
O2 O3 0.0084491369262
O1 N4 0.01572520232
O2 N4 0.059957531942
O3 N4 0.0041879052524
O1 N5 0.010807173626
O2 N5 0.001373327657
O3 N5 0.29273376018
N4 N5 0.0029502975218
O1 C6 0.086513284779
O2 C6 0.098796690957
O3 C6 0.017875961582
N4 C6 1.0085200644
N5 C6 0.016055918648
O1 C7 0.011798394871
O2 C7 0.022330998173
O3 C7 0.11900770138
N4 C7 0.082578431393
N5 C7 0.091102714342
C6 C7 0.92830198463
O1 C8 0.86394538069
O2 C8 1.2625464378
O3 C8 0.010523971018
N4 C8 0.073654780512
N5 C8 0.0014653145326
C6 C8 0.86423648832
C7 C8 0.051580083513
O1 C9 0.014999497864
O2 C9 0.0017704096384
O3 C9 1.2558530767
N4 C9 0.011915813199
N5 C9 1.0141466928
C6 C9 0.042330311802
C7 C9 0.90771403067
C8 C9 0.0060014200394
O1 H10 0.021098064261
O2 H10 0.014220421265
O3 H10 0.0013040875021
N4 H10 0.054787947599
N5 H10 0.010450953707
C6 H10 0.89916455927
C7 H10 0.03590919612
C8 H10 0.035583152562
C9 H10 0.0038034905032
O1 H11 0.0016235429245
O2 H11 0.0043421941682
O3 H11 0.016694580932
N4 H11 0.020785607406
N5 H11 0.016862366785
C6 H11 0.036577439313
C7 H11 0.9291094842
C8 H11 0.010017314968
C9 H11 0.033787742525
H10 H11 0.0039274745141
O1 H12 0.0010678975439
O2 H12 0.0081732735653
O3 H12 0.022357333039
N4 H12 0.012263233106
N5 H12 0.010047652011
C6 H12 0.035287405394
C7 H12 0.92210186044
C8 H12 0.0053101961272
C9 H12 0.033728585176
H10 H12 0.010745152493
H11 H12 0.031676910472
O1 H13 0.0013975814886
O2 H13 0.019737917193
O3 H13 0.00014633651486
N4 H13 0.84218037916
N5 H13 0.00035556526467
C6 H13 0.023001501357
C7 H13 0.0044952486565
C8 H13 0.0034937787673
C9 H13 0.00036897667703
H10 H13 0.010637951264
H11 H13 0.00038784321515
H12 H13 0.0036489983327
O1 H14 0.00043884869855
O2 H14 0.0030344984978
O3 H14 0.0010035760362
N4 H14 0.87035035256
N5 H14 0.00047987287625
C6 H14 0.02376801666
C7 H14 0.010551083234
C8 H14 0.0027160076375
C9 H14 0.0024347210128
H10 H14 0.0025220168631
H11 H14 0.00064162300205
H12 H14 0.00078339651899
H13 H14 0.01677495717
O1 H15 0.00013670902631
O2 H15 0.00016492421382
O3 H15 0.020455641919
N4 H15 0.00019933794631
N5 H15 0.81344013009
C6 H15 0.0010413320674
C7 H15 0.005781178675
C8 H15 0.00012972012399
C9 H15 0.016537529965
H10 H15 0.001359481915
H11 H15 0.004197381975
H12 H15 0.00059569375784
H13 H15 4.255682789e-05
H14 H15 9.0425138926e-06
O1 H16 0.00011821700059
O2 H16 6.9853867045e-05
O3 H16 0.015320737156
N4 H16 0.00028722219648
N5 H16 0.80018885811
C6 H16 0.0005489208523
C7 H16 0.010696603034
C8 H16 4.2290236225e-05
C9 H16 0.017607801758
H10 H16 0.00021009425767
H11 H16 0.00069543198367
H12 H16 0.0018220065728
H13 H16 2.7318193156e-05
H14 H16 8.585228924e-05
H15 H16 0.015901912695
O1 H17 0.61953613051
O2 H17 0.017446895396
O3 H17 0.00045645180747
N4 H17 0.0027461362283
N5 H17 0.00022577956451
C6 H17 0.0093138727786
C7 H17 0.00059918667032
C8 H17 0.011601340994
C9 H17 0.00018277072753
H10 H17 0.00065788992139
H11 H17 0.00022578097469
H12 H17 3.2808944697e-05
H13 H17 7.378735318e-05
H14 H17 6.5146337102e-05
H15 H17 2.7104218493e-06
H16 H17 2.2022242472e-06
