Atom(A) Atom(B) Deloc_index
O1 O2 0.28279218505
O1 N3 0.011210037801
O2 N3 0.056072328764
O1 C4 0.011694276987
O2 C4 0.011966188435
N3 C4 0.066315094093
O1 C5 0.072667360881
O2 C5 0.083958046527
N3 C5 0.94986610649
C4 C5 0.90880860894
O1 C6 0.020336025846
O2 C6 0.0009058080167
N3 C6 0.0093137412991
C4 C6 0.97041477586
C5 C6 0.039656447518
O1 C7 0.0087319792799
O2 C7 0.006724910056
N3 C7 0.017050924848
C4 C7 0.96765801022
C5 C7 0.041178793842
C6 C7 0.043850786685
O1 C8 0.72704186775
O2 C8 1.1089480746
N3 C8 0.059663338931
C4 C8 0.040105331694
C5 C8 0.86390539067
C6 C8 0.0018569608568
C7 C8 0.0108851644
O1 H9 0.0014729474567
O2 H9 0.0025365776837
N3 H9 0.022586379758
C4 H9 0.92739952158
C5 H9 0.041908187366
C6 H9 0.040814778034
C7 H9 0.040049185602
C8 H9 0.0079155597444
O1 H10 0.013604917564
O2 H10 0.013816708484
N3 H10 0.067391563901
C4 H10 0.033970920299
C5 H10 0.90252968766
C6 H10 0.010692021489
C7 H10 0.0081543548143
C8 H10 0.048685604336
H9 H10 0.002197803421
O1 H11 0.001362685319
O2 H11 0.00024827959981
N3 H11 0.0011769840511
C4 H11 0.04045406602
C5 H11 0.0073843927334
C6 H11 0.96063166781
C7 H11 0.010231729198
C8 H11 0.00042458241614
H9 H11 0.0031712998519
H10 H11 0.0097569879264
O1 H12 0.033608530203
O2 H12 0.00077082557124
N3 H12 0.00061866727324
C4 H12 0.037974754094
C5 H12 0.0022002587041
C6 H12 0.94621780377
C7 H12 0.0066200243907
C8 H12 0.00056215859904
H9 H12 0.010799491993
H10 H12 0.00046883051252
H11 H12 0.040301253309
O1 H13 0.0022003686806
O2 H13 0.00032420856711
N3 H13 0.0017382629154
C4 H13 0.041185601506
C5 H13 0.0097463317187
C6 H13 0.9619022243
C7 H13 0.0066833320213
C8 H13 0.00049183206046
H9 H13 0.0045263118284
H10 H13 0.0010932165476
H11 H13 0.041847954903
H12 H13 0.03936923977
O1 H14 0.016451474307
O2 H14 0.0050234184969
N3 H14 0.0011807666615
C4 H14 0.040653286588
C5 H14 0.0033280318949
C6 H14 0.0072515387255
C7 H14 0.95272389597
C8 H14 0.0052285466685
H9 H14 0.011103157923
H10 H14 0.00029503198155
H11 H14 0.00074202777584
H12 H14 0.0052507370953
H13 H14 0.00045070184918
O1 H15 0.00085713098184
O2 H15 0.00084382211255
N3 H15 0.0015035194268
C4 H15 0.040599667047
C5 H15 0.010148261924
C6 H15 0.0062768252772
C7 H15 0.96249459756
C8 H15 0.0014911171474
H9 H15 0.0042766115612
H10 H15 0.0019758627571
H11 H15 0.000660376061
H12 H15 0.00040040581429
H13 H15 0.0055089119737
H14 H15 0.041552294178
O1 H16 0.0005264107097
O2 H16 0.0032465930258
N3 H16 0.025936943391
C4 H16 0.037349035738
C5 H16 0.0045199676491
C6 H16 0.009516531525
C7 H16 0.95047834391
C8 H16 0.0013156884316
H9 H16 0.0025137217386
H10 H16 0.00052571217658
H11 H16 0.0024568938113
H12 H16 0.00062480755524
H13 H16 0.00068506334356
H14 H16 0.038964665522
H15 H16 0.038821627002
O1 H17 0.0010014292454
O2 H17 0.030000182234
N3 H17 0.8261788792
C4 H17 0.0065770728004
C5 H17 0.01877380508
C6 H17 0.0014023263753
C7 H17 0.00027542920791
C8 H17 0.0040339689906
H9 H17 0.0010918843155
H10 H17 0.0010519367588
H11 H17 6.6434482829e-05
H12 H17 5.9242121333e-05
H13 H17 0.00033583080377
H14 H17 1.7348129359e-05
H15 H17 5.1910890194e-05
H16 H17 0.00034905059007
O1 H18 0.0013094313697
O2 H18 0.0028443895891
N3 H18 0.88090540151
C4 H18 0.0019122529541
C5 H18 0.020801277021
C6 H18 0.00023883505199
C7 H18 0.00045827452549
C8 H18 0.0064567965327
H9 H18 0.0020647359201
H10 H18 0.0038375697305
H11 H18 4.8368775102e-05
H12 H18 5.4144554267e-05
H13 H18 3.7181486102e-05
H14 H18 0.00011076810135
H15 H18 3.3405246272e-05
H16 H18 0.00054392064642
H17 H18 0.015525975715
O1 H19 0.59623492374
O2 H19 0.01341403761
N3 H19 0.0013310342674
C4 H19 0.00023840992722
C5 H19 0.0063469753165
C6 H19 0.00044696245237
C7 H19 6.9680410372e-05
C8 H19 0.0092892931494
H9 H19 5.5695036221e-05
H10 H19 0.00027025642427
H11 H19 1.797460443e-05
H12 H19 0.00055564500053
H13 H19 8.8030357898e-05
H14 H19 9.735623299e-05
H15 H19 4.4714606183e-06
H16 H19 5.1386795462e-06
H17 H19 4.5501295353e-05
H18 H19 0.0002043312274
