Atom Loc_index
O1 8.1745491128
O2 8.2184664066
O3 8.3700196322
N4 6.4940166867
C5 3.4741369238
C6 3.5544172394
C7 3.9204944624
C8 2.8036430199
H9 0.44305554754
H10 0.45309901886
H11 0.44463848627
H12 0.44371603343
H13 0.43110006837
H14 0.17421790902
H15 0.18971044569
H16 0.081853612606
H17 0.06913421501
