Atom(A) Atom(B) Deloc_index
O1 O2 0.29739227307
O1 N3 0.0016833667898
O2 N3 0.00020827064511
O1 N4 0.014116079326
O2 N4 0.055235856649
N3 N4 0.00087887191408
O1 C5 0.019324745718
O2 C5 0.0019599112334
N3 C5 0.16244839165
N4 C5 0.011889050548
O1 C6 0.0095860887949
O2 C6 0.021960256096
N3 C6 0.013871819143
N4 C6 0.076275893421
C5 C6 1.0132912161
O1 C7 0.023733829297
O2 C7 0.0031420794851
N3 C7 0.12497782589
N4 C7 0.0012747602524
C5 C7 1.1637558281
C6 C7 0.039805623435
O1 C8 0.080323207015
O2 C8 0.092938004189
N3 C8 0.0049381186059
N4 C8 0.98666254051
C5 C8 0.046805686441
C6 C8 0.91941129245
C7 C8 0.0057028408184
O1 C9 0.0025450683552
O2 C9 0.00039493494497
N3 C9 1.0330102616
N4 C9 0.00030630745701
C5 C9 0.064402140012
C6 C9 0.0076724613326
C7 C9 1.2041653907
C8 C9 0.0009881586743
O1 C10 0.0039909125894
O2 C10 0.00077755684355
N3 C10 1.058707873
N4 C10 0.0025534951844
C5 C10 1.4898440386
C6 C10 0.055580337089
C7 C10 0.080847864748
C8 C10 0.016515623936
C9 C10 0.078705282351
O1 C11 0.013651866434
O2 C11 0.018952751861
N3 C11 0.01398792714
N4 C11 0.00016013469086
C5 C11 0.046995046981
C6 C11 0.005767720695
C7 C11 1.2895722232
C8 C11 0.00084247053949
C9 C11 0.063803379262
C10 C11 0.031176348964
O1 C12 0.00070792026057
O2 C12 0.00064906359585
N3 C12 0.088868340799
N4 C12 6.6780981399e-05
C5 C12 0.0082877192618
C6 C12 0.0012061926029
C7 C12 0.054958648052
C8 C12 0.00019532494774
C9 C12 1.2869167635
C10 C12 0.017408392851
C11 C12 0.097342233603
O1 C13 0.82205414351
O2 C13 1.1966376218
N3 C13 0.00055682975074
N4 C13 0.076462081876
C5 C13 0.0077280946641
C6 C13 0.050918602783
C7 C13 0.0040488659542
C8 C13 0.86384781207
C9 C13 0.00027226599205
C10 C13 0.0012342886898
C11 C13 0.0039868084565
C12 C13 0.00011183723627
O1 C14 0.0019875295582
O2 C14 0.0023663985824
N3 C14 0.020493529369
N4 C14 0.00010397112494
C5 C14 0.020919097015
C6 C14 0.0009234964084
C7 C14 0.072268634635
C8 C14 0.00060190172355
C9 C14 0.071447980751
C10 C14 0.0089764520468
C11 C14 1.4517479196
C12 C14 0.072426303655
C13 C14 0.00034430195357
O1 C15 0.00074005690914
O2 C15 0.00048500318391
N3 C15 0.023058304814
N4 C15 4.8947887221e-05
C5 C15 0.0079048377059
C6 C15 0.00061532740565
C7 C15 0.073177835948
C8 C15 0.00026646821083
C9 C15 0.074295428677
C10 C15 0.028441464155
C11 C15 0.072858340994
C12 C15 1.4450080504
C13 C15 0.0001529974436
C14 C15 1.3274372463
O1 H16 0.0010864929715
O2 H16 0.010219039102
N3 H16 0.0029813504101
N4 H16 0.012462770119
C5 H16 0.041116111432
C6 H16 0.92709494115
C7 H16 0.0068690916329
C8 H16 0.03854027785
C9 H16 0.00051865979414
C10 H16 0.011101683098
C11 H16 0.0053545085265
C12 H16 0.00023282608321
C13 H16 0.0049551106351
C14 H16 0.00078149738851
C15 H16 0.00030393685258
O1 H17 0.0014046605694
O2 H17 0.0041540175961
N3 H17 0.0016857096635
N4 H17 0.021133204432
C5 H17 0.04046501766
C6 H17 0.93031098989
C7 H17 0.0081477237011
C8 H17 0.037668220272
C9 H17 0.001383267811
C10 H17 0.011271709324
C11 H17 0.00059180865818
C12 H17 0.00029516249753
C13 H17 0.0098715126747
C14 H17 0.00024596352662
C15 H17 0.00018424312535
H16 H17 0.03454933658
O1 H18 0.020586632632
O2 H18 0.012673887118
N3 H18 0.00051322470102
N4 H18 0.054659034754
C5 H18 0.0081564231754
C6 H18 0.03442988615
C7 H18 0.00041920972684
C8 H18 0.90405174147
C9 H18 0.00039297004028
C10 H18 0.0046448307137
C11 H18 0.00026957008582
C12 H18 4.3765159802e-05
C13 H18 0.035802958741
C14 H18 4.1980637767e-05
C15 H18 0.00019193972628
H16 H18 0.010238275378
H17 H18 0.0037202553918
O1 H19 0.00012101992064
O2 H19 8.1259343253e-05
N3 H19 0.058933755275
N4 H19 0.00014589719703
C5 H19 0.044878525401
C6 H19 0.0048807627031
C7 H19 0.0096699543002
C8 H19 0.00080823711718
C9 H19 0.010217469237
C10 H19 0.9459847988
C11 H19 0.0027471120331
C12 H19 0.0019708683637
C13 H19 8.7408849772e-05
C14 H19 0.00090157185865
C15 H19 0.0020533588011
H16 H19 0.00049599344339
H17 H19 0.0032170256087
H18 H19 0.00057009076716
O1 H20 3.7578417397e-05
O2 H20 1.6691124236e-05
N3 H20 0.79659097232
N4 H20 5.3821163116e-05
C5 H20 0.0080392790878
C6 H20 0.0013122495077
C7 H20 0.0084854847929
C8 H20 0.00015488309543
C9 H20 0.018228859841
C10 H20 0.018007530064
C11 H20 0.0014272463611
C12 H20 0.0027616285276
C13 H20 1.822572657e-05
C14 H20 0.00047802850653
C15 H20 0.0003840892484
H16 H20 0.00028101712646
H17 H20 5.3359130171e-05
H18 H20 1.0832784296e-05
H19 H20 0.0015310404343
O1 H21 0.0014858893271
O2 H21 0.027998766557
N3 H21 0.0018183994396
N4 H21 0.00013203774315
C5 H21 0.0042176814158
C6 H21 0.0039898567353
C7 H21 0.042043453773
C8 H21 0.00043690341648
C9 H21 0.0086328686887
C10 H21 0.0011562593259
C11 H21 0.94355832954
C12 H21 0.0047159736972
C13 H21 0.0031578564791
C14 H21 0.04578776092
C15 H21 0.0089803103087
H16 H21 0.0059208056433
H17 H21 0.00044075624901
H18 H21 0.00010655384445
H19 H21 6.9404301973e-05
H20 H21 0.00042820569139
O1 H22 3.5729222739e-05
O2 H22 3.909146828e-05
N3 H22 0.0083348621856
N4 H22 1.9421039187e-05
C5 H22 0.0015602822985
C6 H22 0.00045602444816
C7 H22 0.0085224101657
C8 H22 2.3008791469e-05
C9 H22 0.046762997836
C10 H22 0.00056118304785
C11 H22 0.0053016746783
C12 H22 0.96478757054
C13 H22 9.3125319898e-06
C14 H22 0.0097146046653
C15 H22 0.047595233295
H16 H22 2.7719039717e-05
H17 H22 8.7798881966e-05
H18 H22 2.4481404596e-06
H19 H22 3.5886841259e-05
H20 H22 0.0015841396583
H21 H22 0.00036584496147
O1 H23 6.1845221557e-05
O2 H23 0.00012829459545
N3 H23 0.0013605319589
N4 H23 5.9769255662e-06
C5 H23 0.0021523954239
C6 H23 5.48085112e-05
C7 H23 0.0098854360866
C8 H23 3.2652054021e-05
C9 H23 0.0040710480011
C10 H23 0.00070161579116
C11 H23 0.050534217831
C12 H23 0.0092794651394
C13 H23 1.3952243973e-05
C14 H23 0.96611553689
C15 H23 0.046565121903
H16 H23 3.835830101e-05
H17 H23 2.3946736912e-05
H18 H23 2.130121846e-06
H19 H23 0.00013662785293
H20 H23 5.0793316499e-05
H21 H23 0.0057757226979
H22 H23 0.0015542776601
O1 H24 0.001154756843
O2 H24 0.017807414354
N3 H24 5.4484178605e-05
N4 H24 0.84827797065
C5 H24 0.00047369801555
C6 H24 0.0041573511171
C7 H24 4.5775870917e-05
C8 H24 0.022047808394
C9 H24 1.277011669e-05
C10 H24 0.00021587257649
C11 H24 2.0569032463e-05
C12 H24 4.1709117378e-06
C13 H24 0.0032195795672
C14 H24 7.0879350083e-06
C15 H24 6.5830189293e-06
H16 H24 0.0039001292832
H17 H24 0.00038998013713
H18 H24 0.010090737149
H19 H24 1.6636998245e-05
H20 H24 4.026439463e-06
H21 H24 2.1260541699e-05
H22 H24 4.927656715e-07
H23 H24 4.3577537968e-07
O1 H25 0.00040049309116
O2 H25 0.0023213894414
N3 H25 0.00021004231065
N4 H25 0.87667795399
C5 H25 0.0021896419948
C6 H25 0.0096873804764
C7 H25 0.00019254197142
C8 H25 0.023165481193
C9 H25 5.6385140864e-05
C10 H25 0.00050686964009
C11 H25 2.5510679098e-05
C12 H25 1.4348545553e-05
C13 H25 0.0026838987569
C14 H25 2.37576764e-05
C15 H25 8.4738710359e-06
H16 H25 0.00077503952885
H17 H25 0.00063513405797
H18 H25 0.0023114177491
H19 H25 2.3432979006e-05
H20 H25 1.4426719848e-05
H21 H25 1.0671679022e-05
H22 H25 4.2471390525e-06
H23 H25 1.4358178159e-06
H24 H25 0.016957277684
O1 H26 4.1509511826e-05
O2 H26 7.6289862089e-05
N3 H26 0.0023408788239
N4 H26 3.6692399505e-06
C5 H26 0.00051444465718
C6 H26 5.3247953239e-05
C7 H26 0.0040504570291
C8 H26 1.9436759899e-05
C9 H26 0.0097267969823
C10 H26 0.0019015050698
C11 H26 0.009113508955
C12 H26 0.05069072703
C13 H26 1.4458144588e-05
C14 H26 0.045490972815
C15 H26 0.96530801843
H16 H26 4.2799788541e-05
H17 H26 1.5360336156e-05
H18 H26 1.1373969784e-05
H19 H26 0.00020147929606
H20 H26 1.9427926693e-05
H21 H26 0.0014527444348
H22 H26 0.0060072786199
H23 H26 0.0056146554621
H24 H26 4.2209900575e-07
H25 H26 6.45623309e-07
O1 H27 0.61289777579
O2 H27 0.015764177121
N3 H27 3.6647706956e-05
N4 H27 0.0021800710152
C5 H27 0.00021009370496
C6 H27 0.00059289644932
C7 H27 0.00031869039064
C8 H27 0.0081971499461
C9 H27 4.9537169316e-05
C10 H27 0.00010954570101
C11 H27 0.001359616106
C12 H27 0.00012568790168
C13 H27 0.010839582952
C14 H27 0.0006941350329
C15 H27 6.2124136574e-05
H16 H27 2.7069652704e-05
H17 H27 0.00021840570237
H18 H27 0.00062836854209
H19 H27 3.9350145807e-06
H20 H27 7.6010855264e-07
H21 H27 9.3061938673e-05
H22 H27 6.1410966506e-06
H23 H27 2.2773202581e-05
H24 H27 5.6379067272e-05
H25 H27 5.3507793247e-05
H26 H27 1.237098764e-06
