Atom Loc_index
O1 8.2526850984
O2 8.2690247147
O3 8.415761784
O4 8.4242557889
N5 6.544242507
C6 3.5287768311
C7 3.8493882092
C8 2.7758567428
C9 2.7655735362
H10 0.41367142794
H11 0.42153120881
H12 0.42669903091
H13 0.16335227235
H14 0.19018080575
H15 0.065887231848
H16 0.068261524052
