Atom Loc_index
O1 8.25325709
O2 8.4208517281
N3 6.5269212889
C4 3.8413034239
C5 3.523199007
C6 3.9053489297
C7 3.9486965579
C8 3.9496378749
C9 2.7708447665
C10 3.947779898
C11 3.9456100378
C12 3.9487252658
H13 0.44734891302
H14 0.4636036989
H15 0.4386530666
H16 0.42914495991
H17 0.44567924002
H18 0.19193036233
H19 0.17543460732
H20 0.44030589474
H21 0.44046614277
H22 0.44061358337
H23 0.06807714669
