Atom Loc_index
O1 8.267984956
O2 8.422879516
O3 8.4216407805
N4 6.5113148813
N5 6.7589621506
C6 3.8268378565
C7 3.5331457992
C8 3.8793044935
C9 2.8076916071
C10 2.7997405654
H11 0.42743661623
H12 0.44098424163
H13 0.43926389978
H14 0.44355676682
H15 0.44230113313
H16 0.17919420529
H17 0.19126901605
H18 0.15543292829
H19 0.14872867717
H20 0.067748585454
