Atom Charge
O1 -1.281277213
O2 -1.3808322936
N3 -1.0984737939
N4 -1.4907523817
N5 -1.1958694572
N6 -1.2535482571
C7 0.1912678347
C8 0.1949131043
C9 0.5490076025
C10 0.5827440751
C11 1.812811854
C12 1.9509478207
H13 -0.0280532899
H14 -0.0840857704
H15 -0.0506829549
H16 -0.0768462935
H17 -0.0544442287
H18 -0.1040543802
H19 -0.0845578546
H20 0.37929917905
H21 0.3339497043
H22 0.62554574346
H23 0.39877079964
H24 0.3731362877
H25 0.39107186928
H26 0.39942012785
