Atom Charge
O1 -1.1973516937
O2 -1.2777121976
O3 -1.2735474985
N4 -1.0231117641
N5 -1.2440978771
C6 0.4569465546
C7 0.071258919
C8 1.7001844461
C9 1.605087371
H10 0.00425104068
H11 0.00357082487
H12 0.02655665787
H13 0.36089048367
H14 0.34247937643
H15 0.40845830747
H16 0.42386968703
H17 0.61308130746
