Atom Charge
O1 -1.1067511919
O2 -1.1496675698
O3 -1.2298411245
N4 -1.0088271623
C5 0.39861573
C6 0.562438795
C7 1.6156788861
H8 0.01258543265
H9 0.01184507763
H10 0.02557084513
H11 0.36220585251
H12 0.34518212989
H13 0.56249154551
H14 0.59825724032
