Atom Charge
O1 -1.3026606051
O2 -1.4057978096
N3 -1.0857103019
C4 0.1656003828
C5 0.5840175159
C6 0.2003806592
C7 0.2443091238
C8 0.2461980654
C9 1.8141862045
H10 -0.0785694261
H11 -0.0440851625
H12 -0.0956206524
H13 -0.0860303217
H14 -0.0897961685
H15 -0.0520041036
H16 -0.0837653991
H17 -0.0874816368
H18 -0.0808161314
H19 -0.0819223289
H20 0.3533385768
H21 0.33561544707
H22 0.62981291777
