Atom Loc_index
O1 8.4079539129
O2 8.5911550914
N3 6.607924693
N4 7.0308618437
N5 6.7374059711
N6 6.7982666524
C7 3.7596737041
C8 3.7539082297
C9 3.4667228587
C10 3.4577075816
C11 2.7638814411
C12 2.5074850747
H13 0.46615014649
H14 0.5215775859
H15 0.48816478062
H16 0.51152343967
H17 0.49684579036
H18 0.53649067474
H19 0.52384716537
H20 0.16704543867
H21 0.19619095791
H22 0.062667957628
H23 0.16102303064
H24 0.17437314154
H25 0.16457314626
H26 0.15694563491
