Atom Charge
O1 -1.1705211714
O2 -1.1578339349
O3 -1.259807534
N4 -1.0208603717
C5 0.0727639387
C6 0.4309529144
C7 -0.0176255391
C8 -0.0124225457
C9 -0.0113621049
C10 1.6711447204
C11 -0.0144761039
C12 0.0075623042
C13 0.5228396813
H14 -0.0017810597
H15 -0.0174351124
H16 0.01508530055
H17 0.026792712
H18 0.01043769271
H19 0.33816722217
H20 0.36173304606
H21 0.00412375165
H22 0.03731401811
H23 0.60176907512
H24 0.58257331301
