Atom(A) Atom(B) Deloc_index
O1 O2 0.29034265756
O1 N3 0.015197469963
O2 N3 0.054109328271
O1 C4 0.083614619725
O2 C4 0.092610528163
N3 C4 0.99958101966
O1 C5 0.77300029613
O2 C5 1.168032028
N3 C5 0.069072665747
C4 C5 0.87606957904
O1 H6 0.014529541605
O2 H6 0.015446048323
N3 H6 0.05709688293
C4 H6 0.91491799257
C5 H6 0.045978665644
O1 H7 0.014513706324
O2 H7 0.015452303861
N3 H7 0.057095653418
C4 H7 0.91486956292
C5 H7 0.046008204903
H6 H7 0.033882023941
O1 H8 0.00073557854131
O2 H8 0.0076064185091
N3 H8 0.8664579444
C4 H8 0.022538459255
C5 H8 0.0026189939247
H6 H8 0.0018864283732
H7 H8 0.0099952448267
O1 H9 0.00073714577389
O2 H9 0.0076537666646
N3 H9 0.86635594871
C4 H9 0.022538086371
C5 H9 0.0026228366451
H6 H9 0.0099939120494
H7 H9 0.001881357792
H8 H9 0.016952186514
O1 H10 0.60674408272
O2 H10 0.014245721291
N3 H10 0.0023196957904
C4 H10 0.007167807918
C5 H10 0.010148525789
H6 H10 0.00033118583629
H7 H10 0.00033052750611
H8 H10 3.7957049337e-05
H9 H10 3.8015460711e-05
