Atom Charge
S1 0.006004333
O2 -1.3045692656
O3 -1.4001347787
N4 -1.0988236758
C5 0.2305802606
C6 0.5801263172
C7 0.0618690271
C8 1.8376812188
C9 0.0991156473
H10 -0.0663308629
H11 -0.0664743088
H12 -0.0384826698
H13 -0.013437509
H14 -0.0501367509
H15 0.37954575832
H16 0.33404847647
H17 -0.0483284363
H18 -0.032140729
H19 -0.0415522826
H20 0.63277987185
