Atom Loc_index
O1 8.0601592261
O2 8.0441095416
O3 8.1969918601
N4 6.4329018279
C5 3.6094309386
C6 3.5842421005
C7 2.8543065853
H8 0.41455977687
H9 0.41881958378
H10 0.40907161189
H11 0.17563749224
H12 0.18680932756
H13 0.086876917122
H14 0.07584905034
