Atom Loc_index
O1 8.4423343014
O2 8.6318264998
N3 6.6266542933
N4 7.1004243024
N5 6.7678954965
N6 6.833767834
C7 3.7387769272
C8 3.7323696297
C9 3.4464850644
C10 3.4298047628
C11 2.762196866
C12 2.4720395255
H13 0.47603408479
H14 0.53335889747
H15 0.49912058074
H16 0.52349317643
H17 0.50746189751
H18 0.54921159381
H19 0.53586188292
H20 0.16736624656
H21 0.19733671712
H22 0.061415067712
H23 0.16114630051
H24 0.17474278721
H25 0.16476850306
H26 0.15700285292
