Atom Charge
O1 -1.2141830204
O2 -1.321201431
N3 -1.3897565075
N4 -1.0347269574
N5 -1.2705300326
C6 0.1492030393
C7 0.4782985366
C8 0.3692248808
C9 1.7383457979
C10 0.4858506844
C11 1.1772664473
H12 -0.0112884593
H13 -0.0184957745
H14 0.0129715511
H15 0.46504411088
H16 0.02050693349
H17 0.35020406994
H18 0.34641302922
H19 0.05192851498
H20 0.61462200594
