Atom Loc_index
O1 8.4024276946
O2 8.5879964405
N3 6.576020895
C4 3.7475695631
C5 3.7809616116
C6 3.4648308173
C7 3.7871739618
C8 3.7862073516
C9 2.7594286829
H10 0.52558806287
H11 0.49558507644
H12 0.51986989658
H13 0.47103489144
H14 0.49873305115
H15 0.51881286735
H16 0.51163358278
H17 0.50168662178
H18 0.50101922445
H19 0.5144302242
H20 0.1960911063
H21 0.18141051283
H22 0.063120052953
