Atom Charge
O1 -1.1709601837
O2 -1.2562463085
N3 -1.0105715355
C4 0.0950011727
C5 0.0582547301
C6 0.4157595564
C7 0.0509544008
C8 0.0516187295
C9 1.6603946829
H10 -0.0355725733
H11 -0.0121577499
H12 -0.0337967071
H13 0.01326195801
H14 -0.0146114758
H15 -0.0280593773
H16 -0.0209106966
H17 -0.0130294296
H18 -0.0228117686
H19 -0.0237105964
H20 0.33678382262
H21 0.35640960465
H22 0.60095595485
