Atom(A) Atom(B) Deloc_index
O1 O2 0.00024528603307
O1 O3 0.31849432254
O2 O3 0.00011421050808
O1 N4 0.012486302473
O2 N4 0.00060899878378
O3 N4 0.052058026597
O1 C5 0.01116386236
O2 C5 0.0019462888218
O3 C5 0.027679154868
N4 C5 0.087674071021
O1 C6 0.087011658324
O2 C6 0.001743270196
O3 C6 0.098234111095
N4 C6 1.0083767238
C5 C6 0.92208713873
O1 C7 0.01909598305
O2 C7 0.026568615128
O3 C7 0.0050486498245
N4 C7 0.018762214049
C5 C7 1.0040534051
C6 C7 0.047095117177
O1 C8 0.016960742013
O2 C8 0.018874548084
O3 C8 0.011750740001
N4 C8 0.0036054836152
C5 C8 0.055431247988
C6 C8 0.012342999039
C7 C8 1.3539942716
O1 C9 0.005826168363
O2 C9 0.016549838013
O3 C9 0.00085415449219
N4 C9 0.0038134442222
C5 C9 0.054719977031
C6 C9 0.014153088246
C7 C9 1.3407908629
C8 C9 0.074412680936
O1 C10 0.89061708477
O2 C10 0.00017695860039
O3 C10 1.2706743828
N4 C10 0.071025234572
C5 C10 0.051330516603
C6 C10 0.86705442091
C7 C10 0.012085154085
C8 C10 0.0076433391162
C9 C10 0.001465512919
O1 C11 0.0036686863858
O2 C11 0.12881347153
O3 C11 0.0014212264487
N4 C11 0.00075064435062
C5 C11 0.0099298768015
C6 C11 0.0017808729571
C7 C11 0.072026830403
C8 C11 1.3908218007
C9 C11 0.098394413291
C10 C11 0.00061429357682
O1 C12 0.0016700232871
O2 C12 0.12002709146
O3 C12 0.00090499208906
N4 C12 0.00060508619551
C5 C12 0.0099927383494
C6 C12 0.0015275410171
C7 C12 0.070868202664
C8 C12 0.098996212773
C9 C12 1.4127274358
C10 C12 0.00065350626513
C11 C12 0.067162528076
O1 C13 0.001018757176
O2 C13 0.94560640614
O3 C13 0.00036122411387
N4 C13 0.0016218485133
C5 C13 0.0049337237691
C6 C13 0.0046138332392
C7 C13 0.082300321547
C8 C13 0.072236042359
C9 C13 0.074429359043
C10 C13 0.000517143607
C11 C13 1.3190204946
C12 C13 1.297324357
O1 H14 0.0014528118608
O2 H14 0.00043660302149
O3 H14 0.015280395536
N4 H14 0.016741999548
C5 H14 0.92146951812
C6 H14 0.03760282846
C7 H14 0.038445385149
C8 H14 0.013239496222
C9 H14 0.0094441516957
C10 H14 0.0050629124832
C11 H14 0.0010534416233
C12 H14 0.0018654978723
C13 H14 0.0011015788413
O1 H15 0.0018234278368
O2 H15 0.0007768644042
O3 H15 0.0049174232883
N4 H15 0.01419863926
C5 H15 0.92817768782
C6 H15 0.039645077575
C7 H15 0.040261300702
C8 H15 0.01058699759
C9 H15 0.012601365208
C10 H15 0.010404722041
C11 H15 0.0019525652797
C12 H15 0.0011220771452
C13 H15 0.0020071327873
H14 H15 0.034282157766
O1 H16 0.023531308891
O2 H16 0.00011054166812
O3 H16 0.0130910174
N4 H16 0.056381610704
C5 H16 0.036372581455
C6 H16 0.89531471098
C7 H16 0.0066991294473
C8 H16 0.00065124486419
C9 H16 0.0075017091588
C10 H16 0.032233874251
C11 H16 0.00066339993892
C12 H16 0.00087100688618
C13 H16 0.00038761303865
H14 H16 0.011120339309
H15 H16 0.0039932107846
O1 H17 0.0010872081241
O2 H17 0.0023499385194
O3 H17 0.012668960288
N4 H17 0.00036493465312
C5 H17 0.011097024299
C6 H17 0.00078294792673
C7 H17 0.04424236968
C8 H17 0.94102525694
C9 H17 0.0097772591915
C10 H17 0.0021963880981
C11 H17 0.046756308702
C12 H17 0.00491924498
C13 H17 0.0093525389383
H14 H17 0.008175117449
H15 H17 0.00083433347539
H16 H17 0.00016492281308
O1 H18 0.00017377523934
O2 H18 0.0017966876165
O3 H18 0.00025011844177
N4 H18 0.00052222013391
C5 H18 0.011125795303
C6 H18 0.0023297717889
C7 H18 0.045106429602
C8 H18 0.0099543561914
C9 H18 0.94872387664
C10 H18 0.00021845106914
C11 H18 0.0050535209949
C12 H18 0.048736009031
C13 H18 0.009842888603
H14 H18 0.00085470194187
H15 H18 0.0067947216768
H16 H18 0.0034207679268
H17 H18 0.0022562378433
O1 H19 0.0018840987168
O2 H19 5.4199070183e-05
O3 H19 0.0039776558539
N4 H19 0.86979953756
C5 H19 0.0076263965785
C6 H19 0.023680272088
C7 H19 0.00066908083016
C8 H19 0.00030465907391
C9 H19 0.00019669858782
C10 H19 0.0099353308814
C11 H19 5.9383380936e-05
C12 H19 2.942476275e-05
C13 H19 0.00012355548053
H14 H19 0.00057696335008
H15 H19 0.0052249050364
H16 H19 0.0013111975131
H17 H19 1.5458110139e-05
H18 H19 2.7035766894e-05
O1 H20 0.0014751901575
O2 H20 1.684764094e-05
O3 H20 0.024036140541
N4 H20 0.84035305255
C5 H20 0.0039338135178
C6 H20 0.023377859292
C7 H20 0.0004583823459
C8 H20 0.00010583917581
C9 H20 0.0002706129381
C10 H20 0.0039702022213
C11 H20 4.3373256603e-05
C12 H20 5.6620137818e-05
C13 H20 4.8663521247e-05
H14 H20 0.0032013264215
H15 H20 0.00033951469646
H16 H20 0.010829860554
H17 H20 2.0740536742e-05
H18 H20 8.5633162087e-05
H19 H20 0.016887510591
O1 H21 9.1074898877e-05
O2 H21 0.018055782581
O3 H21 7.7902658625e-05
N4 H21 0.00012255554653
C5 H21 0.0015539907179
C6 H21 0.00011866616485
C7 H21 0.010116642245
C8 H21 0.046305726418
C9 H21 0.0056315353441
C10 H21 2.1899006059e-05
C11 H21 0.9530676754
C12 H21 0.0086544707838
C13 H21 0.048461740208
H14 H21 9.9739495416e-05
H15 H21 0.00035522782945
H16 H21 3.567775005e-05
H17 H21 0.0064587668159
H18 H21 0.00033121206354
H19 H21 9.4976190406e-06
H20 H21 3.6854008187e-06
O1 H22 5.2381203024e-05
O2 H22 0.018291201402
O3 H22 4.8995458994e-05
N4 H22 9.9599801582e-05
C5 H22 0.0015119959699
C6 H22 7.709235792e-05
C7 H22 0.0098275025065
C8 H22 0.0051667919453
C9 H22 0.0450569829
C10 H22 3.1967923485e-05
C11 H22 0.0081471317539
C12 H22 0.9475671116
C13 H22 0.044940363494
H14 H22 0.00037357553498
H15 H22 8.8773330661e-05
H16 H22 3.1093436351e-05
H17 H22 0.00027934601695
H18 H22 0.0065005011179
H19 H22 2.2458509191e-06
H20 H22 5.876965068e-06
H21 H22 0.0024383502274
O1 H23 0.63020812554
O2 H23 1.5057719237e-05
O3 H23 0.020627690331
N4 H23 0.0016445517393
C5 H23 0.00098832601547
C6 H23 0.010423820858
C7 H23 0.00019853752965
C8 H23 0.00036452620829
C9 H23 0.00010545649371
C10 H23 0.012185975745
C11 H23 0.00010776948184
C12 H23 2.3568396795e-05
C13 H23 4.6003837169e-05
H14 H23 4.4000145595e-05
H15 H23 0.00035543032943
H16 H23 0.00081036187203
H17 H23 3.707872156e-05
H18 H23 4.4292850831e-06
H19 H23 0.0004633516117
H20 H23 4.8158949818e-05
H21 H23 4.1384049011e-06
H22 H23 1.0457275874e-06
O1 H24 2.6083384768e-06
O2 H24 0.65770044921
O3 H24 2.8083476212e-06
N4 H24 1.6779271463e-05
C5 H24 0.00012969332247
C6 H24 1.886351942e-05
C7 H24 0.00048735670886
C8 H24 0.00074736812873
C9 H24 0.0016504225896
C10 H24 2.1081740439e-06
C11 H24 0.0081895412963
C12 H24 0.0084131748184
C13 H24 0.014177053361
H14 H24 8.2993775065e-06
H15 H24 2.4921822411e-05
H16 H24 4.9865298523e-06
H17 H24 9.1949656069e-05
H18 H24 0.00041818449103
H19 H24 7.461190936e-07
H20 H24 3.8624212255e-07
H21 H24 0.0064781107941
H22 H24 0.00052020572487
H23 H24 1.5726758666e-07
