Atom Charge
O1 -1.2620010087
O2 -1.3540284531
N3 -1.0744115643
C4 0.5459573052
C5 0.161901665
C6 1.7936289346
H7 -0.0185117396
H8 -0.0318137044
H9 -0.0491936602
H10 -0.0420882155
H11 0.33495980688
H12 0.3739861165
H13 0.62249852515
