Atom(A) Atom(B) Deloc_index
O1 O2 0.30459515354
O1 O3 0.00017091392318
O2 O3 0.0011928063385
O1 N4 0.015196141728
O2 N4 0.059941127619
O3 N4 0.0016793646431
O1 N5 8.7652306208e-05
O2 N5 0.00031360504863
O3 N5 0.28731879674
N4 N5 0.00041646466291
O1 C6 0.022244524995
O2 C6 0.016750273362
O3 C6 0.040846292888
N4 C6 0.070730114867
N5 C6 0.010129065554
O1 C7 0.081391433165
O2 C7 0.093279971827
O3 C7 0.0039795076723
N4 C7 0.99534796329
N5 C7 0.0018551524181
C6 C7 0.93220926495
O1 C8 0.0022750377675
O2 C8 0.012132999502
O3 C8 0.11007653978
N4 C8 0.021373344736
N5 C8 0.092931824231
C6 C8 0.98034060509
C7 C8 0.044726119694
O1 C9 0.83965482546
O2 C9 1.2310580033
O3 C9 0.00060148653068
N4 C9 0.071780313572
N5 C9 0.0002340706364
C6 C9 0.051522604731
C7 C9 0.86875605181
C8 C9 0.0091204410059
O1 C10 0.00025369957901
O2 C10 0.0011217039588
O3 C10 1.2357462463
N4 C10 0.0019083737896
N5 C10 0.98988854242
C6 C10 0.034889107739
C7 C10 0.0090201257389
C8 C10 0.90721921295
C9 C10 0.0010022954985
O1 H11 0.01932484478
O2 H11 0.00099717638341
O3 H11 0.024719035746
N4 H11 0.011744872788
N5 H11 0.0011438504573
C6 H11 0.92198745388
C7 H11 0.035868106158
C8 H11 0.038292965377
C9 H11 0.0038617434652
C10 H11 0.0040723542354
O1 H12 0.002598840752
O2 H12 0.0036435902699
O3 H12 0.012536678178
N4 H12 0.014463028121
N5 H12 0.00093374819264
C6 H12 0.92849999751
C7 H12 0.0381332688
C8 H12 0.040066694206
C9 H12 0.0099356451522
C10 H12 0.0036468562938
H11 H12 0.031879218895
O1 H13 0.017618122606
O2 H13 0.014729363653
O3 H13 0.00019625366099
N4 H13 0.054616367822
N5 H13 0.00055469341232
C6 H13 0.035845711479
C7 H13 0.90141781232
C8 H13 0.0099339915155
C9 H13 0.040663938322
C10 H13 0.0013425122379
H11 H13 0.0030021516526
H12 H13 0.0047228479867
O1 H14 0.00041285302659
O2 H14 0.00076397880374
O3 H14 0.016050626019
N4 H14 0.023265176192
N5 H14 0.017000146658
C6 H14 0.036337930373
C7 H14 0.0032109409435
C8 H14 0.92579067185
C9 H14 0.00052986188677
C10 H14 0.039987908197
H11 H14 0.011053162244
H12 H14 0.0037430616623
H13 H14 0.0003595601975
O1 H15 0.0021811265125
O2 H15 0.021813526823
O3 H15 0.016516273106
N4 H15 0.0014861829268
N5 H15 0.015423385885
C6 H15 0.036755585857
C7 H15 0.0050299991111
C8 H15 0.92383331066
C9 H15 0.0070174773928
C10 H15 0.042829512904
H11 H15 0.0025257538686
H12 H15 0.011595782845
H13 H15 0.00035479025268
H14 H15 0.035404281988
O1 H16 0.0014498107615
O2 H16 0.023621175193
O3 H16 0.00053053061469
N4 H16 0.84181451915
N5 H16 9.7112085585e-05
C6 H16 0.001675300168
C7 H16 0.022204130001
C8 H16 0.0052477093457
C9 H16 0.0042884219107
C10 H16 0.00068224180507
H11 H16 0.00030746391599
H12 H16 0.0002694496612
H13 H16 0.0094746889389
H14 H16 0.0058366520923
H15 H16 0.00072517882836
O1 H17 0.00045223602473
O2 H17 0.0026055230066
O3 H17 0.00037191454058
N4 H17 0.87287123608
N5 H17 3.4238513704e-05
C6 H17 0.0090779884159
C7 H17 0.023703805734
C8 H17 0.0015253881699
C9 H17 0.0020421546278
C10 H17 0.00011621888642
H11 H17 0.0018111663916
H12 H17 0.00033286439761
H13 H17 0.0036293060671
H14 H17 0.0013053233352
H15 H17 7.3369704586e-05
H16 H17 0.016656463011
O1 H18 5.4273946479e-06
O2 H18 1.2493305924e-05
O3 H18 0.01930239005
N4 H18 3.833748278e-05
N5 H18 0.81518495149
C6 H18 0.00095255176149
C7 H18 7.6062887176e-05
C8 H18 0.005938218441
C9 H18 8.0013991233e-06
C10 H18 0.016275682776
H11 H18 0.00022514926289
H12 H18 8.9904675337e-05
H13 H18 1.7805946109e-05
H14 H18 0.0030073642472
H15 H18 0.0012778852393
H16 H18 8.2368868448e-06
H17 H18 3.9335894661e-06
O1 H19 1.4279645345e-05
O2 H19 1.9916377607e-05
O3 H19 0.014602145602
N4 H19 5.3431030854e-05
N5 H19 0.80178116186
C6 H19 0.0018885568955
C7 H19 0.00047721033654
C8 H19 0.009957301013
C9 H19 3.7435882658e-05
C10 H19 0.01730722399
H11 H19 5.3215337316e-05
H12 H19 4.2914261851e-05
H13 H19 0.00014822757594
H14 H19 0.00057138432288
H15 H19 0.000418003286
H16 H19 1.0958622131e-05
H17 H19 3.6724318171e-06
H18 H19 0.016012617744
O1 H20 0.61995731207
O2 H20 0.017639248702
O3 H20 1.1655360678e-05
N4 H20 0.0028623318156
N5 H20 2.2015294544e-06
C6 H20 0.00055100670311
C7 H20 0.0084983922362
C8 H20 6.2775345425e-05
C9 H20 0.011568201304
C10 H20 3.5457851428e-06
H11 H20 0.00033361400734
H12 H20 0.00010696345913
H13 H20 0.00046836013461
H14 H20 2.2659707214e-05
H15 H20 2.1769359602e-05
H16 H20 8.731407445e-05
H17 H20 4.5340897742e-05
H18 H20 3.5589534121e-07
H19 H20 2.2826012254e-07
