Atom Charge
O1 -1.2425004708
O2 -1.3350088807
N3 -1.0504391543
C4 0.1225620806
C5 0.4946844712
C6 0.1320181387
C7 0.1456044107
C8 0.148491932
C9 1.7307846568
H10 -0.0455905331
H11 -0.0150577639
H12 -0.0614956242
H13 -0.0531460365
H14 -0.0565234905
H15 -0.0216750271
H16 -0.051467653
H17 -0.0544364476
H18 -0.0482740066
H19 -0.0495302202
H20 0.35464971007
H21 0.3392645548
H22 0.61642852604
