Atom Charge
O1 -1.2203467624
O2 -1.3028247655
O3 -1.2990345606
N4 -1.0335503212
N5 -1.2710430166
C6 0.4826022827
C7 0.0931826598
C8 1.7358400357
C9 1.6481622733
H10 -0.0035397248
H11 -0.0042446504
H12 0.01928319064
H13 0.36115532555
H14 0.34202006888
H15 0.4097158062
H16 0.42552910462
H17 0.61800807582
