Atom Charge
O1 -1.149058386
O2 -1.2262038736
O3 -1.2214501945
N4 -1.0025425008
N5 -1.1903128524
C6 0.4090703849
C7 0.0306559721
C8 1.6241872592
C9 1.5173150061
H10 0.01874983674
H11 0.0181414001
H12 0.04016995399
H13 0.35998894109
H14 0.34305584144
H15 0.40553759452
H16 0.42026584439
H17 0.60283731259
