Atom Loc_index
O1 8.3324939434
O2 8.5085117915
N3 6.5606129973
C4 3.8032434347
C5 3.4866397036
C6 3.9132880841
C7 3.9356932286
C8 3.936651021
C9 2.7548439199
C10 3.9345380156
C11 3.9323130744
C12 3.934565431
H13 0.46450788668
H14 0.4819783498
H15 0.45463646481
H16 0.44213465021
H17 0.45993150037
H18 0.19354680593
H19 0.17612212189
H20 0.45345061329
H21 0.45367889664
H22 0.45387137802
H23 0.065304610319
