Atom Loc_index
O1 8.3439721989
O2 8.5074353212
N3 6.5307439196
C4 3.7784508744
C5 3.5027550524
C6 3.8033169453
C7 3.8350353503
C8 3.8341453635
C9 2.7957603168
H10 0.48010241558
H11 0.4599361409
H12 0.4943836115
H13 0.48776811024
H14 0.49657041116
H15 0.46058118172
H16 0.48670682025
H17 0.49506523156
H18 0.49160502706
H19 0.48582258606
H20 0.18046791292
H21 0.19268783837
H22 0.065312985998
