Atom Charge
O1 -1.2422011535
O2 -1.3284980313
N3 -1.0746640379
C4 0.1344308758
C5 0.4888421131
C6 0.1402137812
C7 0.1330344956
C8 1.7508745127
H9 -0.0549738251
H10 -0.0334022859
H11 -0.0590201661
H12 -0.0215586453
H13 -0.0516957963
H14 -0.0552085861
H15 -0.050361731
H16 -0.0121477675
H17 0.38009269359
H18 0.33869921969
H19 0.61749165852
