Atom Charge
O1 -1.0995652273
O2 -1.1718668661
N3 -1.0084242
C4 0.063618134
C5 0.3477741431
C6 -0.020039514
C7 -0.0258711781
C8 1.5307999168
H9 -0.0001846652
H10 0.01495047973
H11 -0.0043135053
H12 0.02698050319
H13 0.00263628968
H14 -0.0005725876
H15 0.00297536987
H16 0.03559133285
H17 0.37502813229
H18 0.34237223263
H19 0.5880400877
