Atom Loc_index
O1 8.2811480039
O2 8.4315689811
N3 6.5207692497
C4 3.5527440513
C5 2.7985355553
H6 0.43192639489
H7 0.43193604492
H8 0.18667320843
H9 0.18663049225
H10 0.067828563298
